,game_id,team,epa,success,yards_gained,touchdown,interception,fumble_lost,season,week,home_team,away_team,home_score,away_score,opponent,win,avg_points_last3,epa_last3,epa_last5,def_epa_allowed,epa_diff
1234,2025_03_PIT_NE,NE,-0.08275977351402714,0.5060240963855421,369.0,2.0,1.0,4.0,2025,3,NE,PIT,14.0,21.0,PIT,0,346.6666666666667,0.017717151333608933,-0.0450791905090946,-0.009861949704407333,-0.0728978238096198
1239,2025_04_CAR_NE,NE,0.2501910423578363,0.4307692307692308,307.0,5.0,0.0,0.0,2025,4,NE,CAR,42.0,13.0,CAR,1,337.0,0.11760447218482735,0.061371278040057264,-0.009861949704407333,0.26005299206224364
1285,2025_05_NE_BUF,NE,0.06881055938400346,0.5194805194805194,338.0,2.0,0.0,1.0,2025,5,BUF,NE,20.0,23.0,BUF,1,338.0,0.07874727607593753,0.07443061114853333,-0.009861949704407333,0.0786725090884108
1316,2025_06_NE_NO,NE,0.0925806380232243,0.4875,335.0,3.0,0.0,0.0,2025,6,NO,NE,19.0,25.0,NO,1,326.6666666666667,0.137194079921688,0.10284092279234198,-0.009861949704407333,0.10244258772763164
1342,2025_07_NE_TEN,NE,0.16324677025430515,0.4691358024691358,387.0,3.0,0.0,0.0,2025,7,TEN,NE,13.0,31.0,TEN,1,353.3333333333333,0.10821265588717761,0.09841384730106842,-0.009861949704407333,0.17310871995871246
1141,2025_01_ARI_NO,NO,-0.09094731300319668,0.42105263157894735,315.0,1.0,0.0,0.0,2025,1,NO,ARI,13.0,20.0,ARI,0,292.0,-0.09336130309083353,-0.11203995168145645,-0.03877672022984841,-0.05217059277334827
1198,2025_02_SF_NO,NO,-0.08166733322904637,0.4823529411764706,307.0,3.0,0.0,1.0,2025,2,NO,SF,21.0,26.0,SF,0,304.6666666666667,-0.03976913257781784,-0.12604782757595828,-0.03877672022984841,-0.04289061299919796
1230,2025_03_NO_SEA,NO,-0.23953946071816923,0.42424242424242425,284.0,2.0,1.0,0.0,2025,3,SEA,NO,44.0,13.0,SEA,0,302.0,-0.13738470231680408,-0.12025814064394327,-0.03877672022984841,-0.20076274048832082
1257,2025_04_NO_BUF,NO,-0.027740165248898004,0.4875,298.0,2.0,1.0,0.0,2025,4,BUF,NO,31.0,19.0,BUF,0,296.3333333333333,-0.11631565306537117,-0.07731740474010418,-0.03877672022984841,0.011036554980950408
1286,2025_05_NYG_NO,NO,-0.043219339434457035,0.4691358024691358,332.0,1.0,0.0,0.0,2025,5,NO,NYG,26.0,14.0,NYG,1,304.6666666666667,-0.10349965513384136,-0.09662272232675347,-0.03877672022984841,-0.0044426192046086235
1317,2025_06_NE_NO,NO,0.006609895885589162,0.49295774647887325,296.0,1.0,0.0,1.0,2025,6,NO,NE,19.0,25.0,NE,0,308.6666666666667,-0.021449869599255256,-0.0771112805489963,-0.03877672022984841,0.045386616115437574
1345,2025_07_NO_CHI,NO,-0.23134267438060213,0.42857142857142855,253.0,2.0,3.0,1.0,2025,7,CHI,NO,26.0,14.0,CHI,0,293.6666666666667,-0.08931737264315663,-0.10704634877930745,-0.03877672022984841,-0.19256595415075373
1162,2025_01_NYG_WAS,NYG,-0.11321850567090712,0.3780487804878049,231.0,0.0,0.0,0.0,2025,1,WAS,NYG,21.0,6.0,WAS,0,286.0,0.02082074446870666,-0.06391630909511904,0.011184130838975235,-0.12440263650988236
1193,2025_02_NYG_DAL,NYG,0.18632809172110684,0.48863636363636365,506.0,4.0,1.0,0.0,2025,2,DAL,NYG,40.0,37.0,DAL,0,325.0,-0.0033274867114221154,-0.019029978688819577,0.011184130838975235,0.1751439608821316
1223,2025_03_KC_NYG,NYG,-0.11772766973892027,0.4230769230769231,281.0,1.0,2.0,0.0,2025,3,NYG,KC,9.0,22.0,KC,0,339.3333333333333,-0.014872694562906866,0.026212531077661316,0.011184130838975235,-0.1289118005778955
1253,2025_04_LAC_NYG,NYG,-0.026105592071271586,0.4782608695652174,252.0,2.0,0.0,0.0,2025,4,NYG,LAC,21.0,18.0,LAC,1,346.3333333333333,0.014164943303638313,-0.030763144388891633,0.011184130838975235,-0.03728972291024682
1287,2025_05_NYG_NO,NYG,-0.2104796095884201,0.48314606741573035,335.0,3.0,2.0,3.0,2025,5,NO,NYG,26.0,14.0,NO,0,289.3333333333333,-0.118104290466204,-0.056240657069682454,0.011184130838975235,-0.22166374042739534
1318,2025_06_PHI_NYG,NYG,0.17245735256001068,0.47674418604651164,366.0,5.0,0.0,0.0,2025,6,NYG,PHI,34.0,17.0,PHI,1,317.6666666666667,-0.021375949699893686,0.0008945145765011098,0.011184130838975235,0.16127322172103545
1347,2025_07_NYG_DEN,NYG,0.13991684956926512,0.3854166666666667,387.0,5.0,1.0,0.0,2025,7,DEN,NYG,33.0,32.0,DEN,0,362.6666666666667,0.033964864180285215,-0.00838773385386724,0.011184130838975235,0.12873271873028988
1164,2025_01_PIT_NYJ,NYJ,0.15785075738969487,0.55,394.0,4.0,0.0,1.0,2025,1,NYJ,PIT,32.0,34.0,PIT,0,351.3333333333333,0.011667059874304692,0.04095511188629025,-0.01280914349823097,0.17065990088792585
1175,2025_02_BUF_NYJ,NYJ,-0.1699250770873194,0.421875,154.0,1.0,0.0,1.0,2025,2,NYJ,BUF,10.0,30.0,BUF,0,308.3333333333333,0.018993525332015215,-0.0520881785069109,-0.01280914349823097,-0.15711593358908843
1232,2025_03_NYJ_TB,NYJ,-0.0688976717624721,0.5058823529411764,267.0,3.0,1.0,1.0,2025,3,TB,NYJ,29.0,27.0,TB,0,271.6666666666667,-0.026990663820032217,-0.040764313845375495,-0.01280914349823097,-0.056088528264241135
1259,2025_04_NYJ_MIA,NYJ,0.07462581447435598,0.575,389.0,2.0,0.0,3.0,2025,4,MIA,NYJ,27.0,21.0,MIA,0,270.0,-0.05473231145847851,0.012541743741585898,-0.01280914349823097,0.08743495797258695
1269,2025_05_DAL_NYJ,NYJ,0.025449663090013556,0.5,382.0,2.0,0.0,1.0,2025,5,NYJ,DAL,22.0,37.0,DAL,0,346.0,0.01039260193396581,0.003820697220854573,-0.01280914349823097,0.03825880658824453
1309,2025_06_DEN_NYJ,NYJ,-0.14435103362637547,0.3815789473684211,82.0,0.0,0.0,0.0,2025,6,NYJ,DEN,11.0,13.0,DEN,0,284.3333333333333,-0.014758518687335307,-0.05661966098235949,-0.01280914349823097,-0.1315418901281445
1329,2025_07_CAR_NYJ,NYJ,-0.1951770449491419,0.35135135135135137,220.0,0.0,2.0,0.0,2025,7,NYJ,CAR,6.0,13.0,CAR,0,228.0,-0.1046928051618346,-0.061670054554723984,-0.01280914349823097,-0.18236790145091092
1149,2025_01_DAL_PHI,PHI,0.1710982200285014,0.5324675324675324,302.0,3.0,0.0,0.0,2025,1,PHI,DAL,24.0,20.0,DAL,1,368.6666666666667,0.17775839816609829,0.11744243971105986,-0.016070881681062965,0.18716910170956436
1195,2025_02_PHI_KC,PHI,0.030245068782688518,0.4358974358974359,216.0,2.0,0.0,0.0,2025,2,KC,PHI,17.0,20.0,KC,1,287.6666666666667,0.09403602865630227,0.12703606060608874,-0.016070881681062965,0.04631595046375148
1225,2025_03_LA_PHI,PHI,-0.048487157761041594,0.3902439024390244,288.0,4.0,0.0,1.0,2025,3,PHI,LA,33.0,26.0,LA,1,268.6666666666667,0.05095204368338275,0.10300662110398835,-0.016070881681062965,-0.03241627607997863
1260,2025_04_PHI_TB,PHI,-0.0512685371743158,0.46153846153846156,200.0,3.0,0.0,0.0,2025,4,TB,PHI,25.0,31.0,TB,1,234.66666666666666,-0.023170208717556307,0.03647047820670989,-0.016070881681062965,-0.035197655493252836
1271,2025_05_DEN_PHI,PHI,-0.004609148137042754,0.4177215189873418,302.0,2.0,0.0,0.0,2025,5,PHI,DEN,17.0,21.0,DEN,0,263.3333333333333,-0.0347882810241334,0.019395689147757952,-0.016070881681062965,0.01146173354402021
1319,2025_06_PHI_NYG,PHI,-0.03234514554765896,0.5070422535211268,339.0,2.0,1.0,1.0,2025,6,NYG,PHI,34.0,17.0,NYG,0,280.3333333333333,-0.02940761028633919,-0.021292983967474116,-0.016070881681062965,-0.016274263866595993
1349,2025_07_PHI_MIN,PHI,0.06453937712660988,0.4264705882352941,361.0,3.0,0.0,0.0,2025,7,MIN,PHI,22.0,28.0,MIN,1,334.0,0.009195027813969373,-0.014434122298689844,-0.016070881681062965,0.08061025880767285
1165,2025_01_PIT_NYJ,PIT,0.20862924036079467,0.5131578947368421,271.0,4.0,0.0,0.0,2025,1,NYJ,PIT,32.0,34.0,NYJ,1,248.0,0.09414531468959002,0.01398097427331435,-0.021784977823787563,0.23041421818458224
1196,2025_02_SEA_PIT,PIT,-0.21041147677247102,0.37333333333333335,269.0,2.0,2.0,0.0,2025,2,PIT,SEA,17.0,31.0,SEA,0,273.3333333333333,0.024904080778295822,-0.011597439096538542,-0.021784977823787563,-0.18862649894868344
1235,2025_03_PIT_NE,PIT,0.037468084264718204,0.5223880597014925,203.0,3.0,1.0,0.0,2025,3,NE,PIT,14.0,21.0,NE,1,247.66666666666666,0.011895282617680617,0.02189851031220345,-0.021784977823787563,0.05925306208850577
1255,2025_04_MIN_PIT,PIT,0.14071300116850202,0.5882352941176471,313.0,3.0,0.0,0.0,2025,4,PIT,MIN,24.0,21.0,MIN,1,261.6666666666667,-0.010743463779750264,0.05057866555362154,-0.021784977823787563,0.16249797899228957
1305,2025_06_CLE_PIT,PIT,0.1152141477171054,0.43243243243243246,335.0,2.0,0.0,0.0,2025,6,PIT,CLE,23.0,9.0,CLE,1,283.6666666666667,0.09779841105010854,0.058322599347729855,-0.021784977823787563,0.13699912554089297
1351,2025_07_PIT_CIN,PIT,0.26582983800179905,0.5540540540540541,396.0,4.0,2.0,0.0,2025,7,CIN,PIT,33.0,31.0,CIN,0,348.0,0.1739189956291355,0.06976271887593073,-0.021784977823787563,0.2876148158255866
1166,2025_01_SF_SEA,SEA,-0.08217625383920207,0.5223880597014925,230.0,1.0,0.0,2.0,2025,1,SEA,SF,13.0,17.0,SF,0,277.0,0.0004520093520301675,-0.030761599843326205,0.0009727460530157039,-0.08314899989221777
1197,2025_02_SEA_PIT,SEA,0.028033319666224035,0.45121951219512196,395.0,3.0,2.0,0.0,2025,2,PIT,SEA,17.0,31.0,PIT,1,320.3333333333333,0.04506690367435323,0.01348488161958306,0.0009727460530157039,0.027060573613208332
1231,2025_03_NO_SEA,SEA,0.16434415050574963,0.5277777777777778,320.0,4.0,0.0,1.0,2025,3,SEA,NO,44.0,13.0,NO,1,315.0,0.036733738777590515,0.03874669964561285,0.0009727460530157039,0.16337140445273393
1263,2025_04_SEA_ARI,SEA,0.060625176035761195,0.4634146341463415,384.0,2.0,0.0,0.0,2025,4,ARI,SEA,20.0,23.0,ARI,1,366.3333333333333,0.08433421540257828,0.07203400751291411,0.0009727460530157039,0.05965242998274549
1290,2025_05_TB_SEA,SEA,0.24670002684532957,0.5789473684210527,463.0,5.0,1.0,1.0,2025,5,SEA,TB,35.0,38.0,TB,0,389.0,0.15722311779561346,0.08350528384277248,0.0009727460530157039,0.24572728079231387
1321,2025_06_SEA_JAX,SEA,0.03977775105078318,0.43661971830985913,346.0,2.0,0.0,0.0,2025,6,JAX,SEA,12.0,20.0,JAX,1,397.6666666666667,0.11570098464395799,0.10789608482076954,0.0009727460530157039,0.03880500499776748
1333,2025_07_HOU_SEA,SEA,-0.1799499324511149,0.4222222222222222,316.0,4.0,2.0,2.0,2025,7,SEA,HOU,27.0,19.0,HOU,1,375.0,0.03550928181499929,0.06629943439730175,0.0009727460530157039,-0.1809226785041306
1167,2025_01_SF_SEA,SF,0.01168479963489489,0.4943820224719101,384.0,2.0,2.0,0.0,2025,1,SEA,SF,13.0,17.0,SEA,1,431.6666666666667,0.05652140508563517,0.00014388215706824108,0.0078615613947588,0.0038232382401360895
1199,2025_02_SF_NO,SF,0.02733156032634272,0.47126436781609193,344.0,3.0,0.0,1.0,2025,2,NO,SF,21.0,26.0,NO,1,388.0,-0.0016144804636856354,0.04134393144354066,0.0078615613947588,0.019469998931583923
1205,2025_03_ARI_SF,SF,-0.022365738140516518,0.5584415584415584,355.0,1.0,1.0,0.0,2025,3,SF,ARI,16.0,15.0,ARI,1,361.0,0.005550207273573697,0.03490600748854633,0.0078615613947588,-0.030227299535275316
1251,2025_04_JAX_SF,SF,-0.11251837842031502,0.46835443037974683,391.0,3.0,2.0,2.0,2025,4,SF,JAX,21.0,26.0,JAX,0,363.3333333333333,-0.03585085207816294,-0.027945511590377697,0.0078615613947588,-0.12037993981507382
1289,2025_05_SF_LA,SF,0.11679926234436273,0.5094339622641509,407.0,2.0,0.0,0.0,2025,5,LA,SF,23.0,26.0,LA,1,384.3333333333333,-0.006028284738822942,0.004186301148953753,0.0078615613947588,0.10893770094960394
1322,2025_06_SF_TB,SF,0.015573461735342731,0.5,363.0,1.0,2.0,0.0,2025,6,TB,SF,30.0,19.0,TB,0,387.0,0.006618115219796813,0.004964033569043321,0.0078615613947588,0.0077119003405839315
1327,2025_07_ATL_SF,SF,0.04358246938725331,0.5256410256410257,324.0,2.0,1.0,0.0,2025,7,SF,ATL,20.0,10.0,ATL,1,364.6666666666667,0.05865173115565292,0.00821421538122544,0.0078615613947588,0.03572090799249451
1169,2025_01_TB_ATL,TB,0.07608795807779938,0.4189189189189189,260.0,3.0,0.0,0.0,2025,1,ATL,TB,20.0,23.0,ATL,1,313.0,0.10996192910721225,0.1350785165956797,-0.013862098242582388,0.08995005632038176
1201,2025_02_TB_HOU,TB,0.006007164177227138,0.5154639175257731,360.0,3.0,0.0,0.0,2025,2,HOU,TB,19.0,20.0,HOU,1,301.3333333333333,0.06779050899451862,0.13108184984784932,-0.013862098242582388,0.019869262419809526
1233,2025_03_NYJ_TB,TB,-0.053230081344608944,0.39361702127659576,347.0,2.0,0.0,0.0,2025,3,TB,NYJ,29.0,27.0,NYJ,1,322.3333333333333,0.009621680303472541,0.05653257403085099,-0.013862098242582388,-0.039367983102026556
1261,2025_04_PHI_TB,TB,-0.14787645327668242,0.3977272727272727,376.0,3.0,1.0,1.0,2025,4,TB,PHI,25.0,31.0,PHI,0,361.0,-0.06503312348135472,0.00045299847245288685,-0.013862098242582388,-0.13401435503410003
1291,2025_05_TB_SEA,TB,0.33884341133635076,0.5394736842105263,428.0,4.0,0.0,0.0,2025,5,SEA,TB,35.0,38.0,SEA,1,383.6666666666667,0.04591229223835316,0.04396639979401719,-0.013862098242582388,0.35270550957893315
1323,2025_06_SF_TB,TB,0.1591133282187147,0.5441176470588235,352.0,4.0,0.0,0.0,2025,6,TB,SF,30.0,19.0,SF,1,385.3333333333333,0.11669342875946104,0.06057147382220025,-0.013862098242582388,0.1729754264612971
1353,2025_07_TB_DET,TB,-0.29559389425117877,0.34523809523809523,251.0,1.0,1.0,1.0,2025,7,DET,TB,24.0,9.0,DET,0,343.6666666666667,0.06745428176796225,0.0002512621365190704,-0.013862098242582388,-0.2817317960085964
1171,2025_01_TEN_DEN,TEN,-0.21870390063283252,0.3246753246753247,133.0,0.0,0.0,3.0,2025,1,DEN,TEN,20.0,12.0,DEN,0,262.0,-0.10113205603381725,-0.057741386526840965,0.04053172315471158,-0.2592356237875441
1189,2025_02_LA_TEN,TEN,-0.024434904345147737,0.4659090909090909,252.0,1.0,0.0,1.0,2025,2,TEN,LA,19.0,33.0,LA,0,233.66666666666666,-0.1145876281324469,-0.05600008602156983,0.04053172315471158,-0.06496662749985932
1221,2025_03_IND_TEN,TEN,-0.07971267537933632,0.4772727272727273,282.0,3.0,1.0,0.0,2025,3,TEN,IND,20.0,41.0,IND,0,222.33333333333334,-0.10761716011910553,-0.08150874956518718,0.04053172315471158,-0.1202443985340479
1265,2025_04_TEN_HOU,TEN,-0.4041592665644924,0.3492063492063492,175.0,0.0,1.0,0.0,2025,4,HOU,TEN,26.0,0.0,HOU,0,236.33333333333334,-0.16943561542965882,-0.1655269652682339,0.04053172315471158,-0.444690989719204
1293,2025_05_TEN_ARI,TEN,-0.025630914282313077,0.45121951219512196,327.0,2.0,1.0,2.0,2025,5,ARI,TEN,21.0,22.0,ARI,1,261.3333333333333,-0.16983428540871395,-0.15052833224082443,0.04053172315471158,-0.06616263743702466
1325,2025_06_TEN_LV,TEN,-0.21562425894461001,0.40789473684210525,225.0,1.0,1.0,2.0,2025,6,LV,TEN,20.0,10.0,LV,0,242.33333333333334,-0.21513814659713848,-0.14991240390317992,0.04053172315471158,-0.2561559820993216
1343,2025_07_NE_TEN,TEN,-0.13107038913802108,0.47761194029850745,255.0,2.0,1.0,1.0,2025,7,TEN,NE,13.0,31.0,NE,0,269.0,-0.12410852078831473,-0.1712395008617546,0.04053172315471158,-0.17160211229273264
1163,2025_01_NYG_WAS,WAS,0.07223995799464665,0.4880952380952381,432.0,3.0,0.0,0.0,2025,1,WAS,NYG,21.0,6.0,NYG,1,421.6666666666667,0.08363527593182966,0.10084899444893416,0.06326687685125033,0.008973081143396316
1203,2025_02_WAS_GB,WAS,-0.06958293210515311,0.4418604651162791,232.0,2.0,0.0,0.0,2025,2,GB,WAS,27.0,18.0,GB,0,338.6666666666667,-0.02429996614330041,0.06643478656217998,0.06326687685125033,-0.13284980895640344
1227,2025_03_LV_WAS,WAS,0.22180377051351652,0.5394736842105263,400.0,4.0,0.0,1.0,2025,3,WAS,LV,41.0,24.0,LV,1,354.6666666666667,0.07482026546767,0.0806253332407705,0.06326687685125033,0.1585368936622662
1267,2025_04_WAS_ATL,WAS,0.1680928117305812,0.5405405405405406,296.0,2.0,1.0,0.0,2025,4,ATL,WAS,34.0,27.0,ATL,0,309.3333333333333,0.10677121671298151,0.0633993367628393,0.06326687685125033,0.10482593487933085
1295,2025_05_WAS_LAC,WAS,0.18510168470604488,0.5675675675675675,389.0,3.0,0.0,1.0,2025,5,LAC,WAS,10.0,27.0,LAC,1,361.6666666666667,0.19166608898338086,0.11553105856792723,0.06326687685125033,0.12183480785479454
1301,2025_06_CHI_WAS,WAS,0.03636576637171786,0.5,329.0,3.0,1.0,2.0,2025,6,WAS,CHI,24.0,25.0,CHI,0,338.0,0.12985342093611463,0.10835622024334146,0.06326687685125033,-0.026901110479532475
1355,2025_07_WAS_DAL,WAS,-0.10573542506267732,0.47191011235955055,341.0,4.0,1.0,1.0,2025,7,DAL,WAS,44.0,22.0,DAL,0,353.0,0.03857734200502846,0.10112572165183661,0.06326687685125033,-0.16900230191392765
